"Platform Registration ID","Account: Account ID","Login Number","Server Name","Account Type","Client Group Name","Status","Currency","Leverage","Swap Free"
"a0AOj000006p3eo","001Oj00000Qtm1p","39249194","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","200","Ya"
"a0AOj000006qgz0","001Oj00000QtvDJ","39249233","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree10D-SO100","Enabled","USD","1000","Ya"
"a0AOj000006r0pd","001Oj00000Qy3Qf","39249493","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN10D-SO100","Enabled","USD","400","Ya"
"a0AOj000006yLm6","001Oj00000RKGfP","39251113","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO80","Enabled","USD","400","Tidak"
"a0AOj000006zKG5","001Oj00000RI9ew","39251040","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0AOj0000070gXt","001Oj00000RLzfN","39251235","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO80","Enabled","USD","400","Tidak"
"a0AOj0000070zHB","001Oj00000RNZjz","39251312","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree10D-SO40","Enabled","USD","400","Ya"
"a0AOj0000073wQ1","001Oj00000RXVVK","39252042","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0AOj0000074k53","001Oj00000RbHCN","39252313","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree10D-SO100","Enabled","USD","1000","Ya"
"a0AOj0000075idt","001Oj00000RcIKb","39252419","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO80-NME","Enabled","USD","400","Ya"
"a0AOj0000075tXh","001Oj00000RccEU","39252440","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0AOj0000078Ucn","001Oj00000RjxZ5","39252872","TriveInvest-MT5-Live","Classic","real\IB\Classic-FixedSBY-SO40","Enabled","USD","400","Tidak"
"a0AOj000007ADcf","001Oj00000RvB7I","39253656","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000007BGi9","001Oj00000Ru2XZ","39253598","TriveInvest-MT5-Live","Classic","real\IB\Classic-FixedB-SO100","Enabled","USD","1000","Tidak"
"a0AOj000007EVSv","001Oj00000S1sXj","39254115","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB30D-SO40-NME","Enabled","USD","400","Ya"
"a0AOj000007F3j7","001Oj00000S3f1j","39254207","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree10D-SO100","Enabled","USD","1000","Ya"
"a0AOj000007IA3J","001Oj00000SHpPP","39255130","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree10D-SO100","Enabled","USD","1000","Ya"
"a0AOj000007IfWv","001Oj00000SHiKf","39255106","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0AOj000007JIlB","001Oj00000SMNM1","39255396","TriveInvest-MT5-Live","Classic","real\IB\Classic-FixedPTK-SO20","Enabled","USD","200","Tidak"
"a0AOj000007KJdZ","001Oj00000SLowB","39255338","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree10D-SO100","Enabled","USD","1000","Ya"
"a0AOj000007LeWH","001Oj00000SPj8J","39255593","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000007LezK","001Oj00000SQIak","39255644","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0AOj000007Lflh","001Oj00000SPkno","39255608","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN-SO40","Enabled","USD","400","Ya"
"a0AOj000007Lt5V","001Oj00000SQoCM","39255679","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0AOj000007NKYH","001Oj00000SZQFi","39256294","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0AOj000007OTMb","001Oj00000SYdzn","39256228","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000007Qazt","001Oj00000SexhH","39256857","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB30D-SO40-NME","Enabled","USD","400","Ya"
"a0AOj000007Rf33","001Oj00000SiVrE","39257060","TriveInvest-MT5-Live","Classic","real\GKB\Classic-FixedB","Enabled","USD","100","Tidak"
"a0AOj000007SQef","001Oj00000SkMn5","39257226","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000007TMPJ","001Oj00000Smmv6","39257388","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30C2SO40-NME","Enabled","USD","400","Ya"
"a0AOj000007Wyg9","001Oj00000XglpD","39275180","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000007Ykak","001Oj00000T25Pa","39258367","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0AOj000007aFan","001Oj00000T5TX1","39258502","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0AOj000007bGwD","001Oj00000T8uM5","39258583","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0AOj000007bGxp","001Oj00000T8WLU","39258574","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000007c2uP","001Oj00000TC7IC","39258664","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0AOj000007jG4b","001Oj00000TXKQh","39259334","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000007q7Kk","001Oj00000TtmZf","39260924","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed","Enabled","USD","100","Tidak"
"a0AOj000007qG1S","001Oj00000TneOb","39260467","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB10D-SO40","Enabled","USD","400","Ya"
"a0AOj000007t1Dx","001Oj00000Tv5Dd","39260989","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000007uCth","001Oj00000TxyIo","39261204","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0AOj000007vsCX","001Oj00000U2iDP","39261519","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","1000","Tidak"
"a0AOj000007zaH3","001Oj00000UDBkQ","39262875","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj0000084Z93","001Oj00000UTFte","39264128","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj0000085L7F","001Oj00000UWA30","39264360","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj0000086NJt","001Oj00000UZXZN","39264527","TriveInvest-MT5-Live","Premium","real\IB\Premium-Zero-Variable-SwapFree-SO40-NME","Enabled","USD","400","Ya"
"a0AOj0000089Yx7","001Oj00000UpSim","39265620","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj000008DlhF","001Oj00000Nh7tq","39265834","TriveInvest-MT5-Live","Classic Gold","real\GKB\Classic-Fixed-GoldPromo-JKT","Enabled","USD","400","Tidak"
"a0AOj000008E7zV","001Oj00000Uw98J","39265959","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000008EIrh","001Oj00000UxXbO","39266029","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000008FcZp","001Oj00000V0ZqS","39266204","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj000008FiQj","001Oj00000V3k7z","39266456","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed","Enabled","USD","100","Tidak"
"a0AOj000008GBap","001Oj00000VCU0b","39267164","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008Hhrx","001Oj00000VCOCt","39267156","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0AOj000008IaGX","001Oj00000VAXAb","39267055","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000008IeyU","001Oj00000VCQHs","39267146","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008JJFF","001Oj00000VD1hC","39267211","TriveInvest-MT5-Live","Premium","real\GKB\Premium-Zero-Variable-SwapFree-SO20-NME","Enabled","USD","200","Ya"
"a0AOj000008LR2D","001Oj00000VRIQW","39267984","TriveInvest-MT5-Live","Classic","real\GKB\Classic-FixedB","Enabled","USD","100","Tidak"
"a0AOj000008Lt6k","001Oj00000VNEqS","39267724","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-NME","Enabled","USD","100","Ya"
"a0AOj000008MVmv","001Oj00000VSBOT","39268044","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000008ONjd","001Oj00000Vb4xP","39268582","TriveInvest-MT5-Live","Premium","real\GKB\Premium-Zero-Variable-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000008QfFp","001Oj00000VfeJ2","39268786","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0AOj000008S82r","001Oj00000Vk4gN","39268978","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008SgNt","001Oj00000VqJW9","39269237","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008UAi5","001Oj00000VuUKw","39269438","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000008Vn4f","001Oj00000W2G7t","39270049","TriveInvest-MT5-Live","Classic-Gold","real\GKB\Classic-Fixed-GoldPromo-SwapFree-JKT-SO40","Enabled","USD","400","Ya"
"a0AOj000008Vva5","001Oj00000W2Kt3","39270051","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008Wewz","001Oj00000W2ZYs","39270070","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000008WojR","001Oj00000af965","39283305","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008Wv6b","001Oj00000W3WQs","39270104","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000008Xb2b","001Oj00000W7bja","39270327","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0AOj000008amBB","001Oj00000WGPCy","39270799","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000008b4cj","001Oj00000WHRvq","39270847","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000008bTeL","001Oj00000WLIxF","39271191","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008c6ZF","001Oj00000WLF9m","39271179","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000008cHkt","001Oj00000WMZmM","39271293","TriveInvest-MT5-Live","Classic-Gold","real\IB\Classic-Fixed-GoldPromo-JKTSO40","Enabled","USD","400","Tidak"
"a0AOj000008gsNZ","001Oj00000XDXGG","39273813","TriveInvest-MT5-Live","Classic-Gold","real\IB\Classic-Fixed-GoldPromo-SwapFreeJKT2-SO40","Enabled","USD","400","Ya"
"a0AOj000008hXIf","001Oj00000WdMEL","39272495","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000008iJFF","001Oj00000WfqEj","39272581","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000008igIH","001Oj00000WjFwZ","39272806","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0AOj000008j465","001Oj00000WjNe8","39272821","TriveInvest-MT5-Live","Classic-Gold","real\GKB\Classic-Fixed-GoldPromo-SwapFree-JKT-SO40","Enabled","USD","400","Ya"
"a0AOj000008kVKM","001Oj00000Wqdvl","39273217","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000008n2Qf","001Oj00000X2LOr","39273519","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj000008qP8z","001Oj00000Yuq0S","39278046","TriveInvest-MT5-Live","Classic","real\IB\Classic-FixedB-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008rAr3","001Oj00000XEdmX","39273849","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40-NME","Enabled","USD","400","Tidak"
"a0AOj000008rm3W","001Oj00000XGORc","39273948","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40-NME","Enabled","USD","400","Tidak"
"a0AOj000008t10T","001Oj00000XKrrb","39274065","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008umyD","001Oj00000XT1CE","39274292","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000008vYEr","001Oj00000XTsbX","39274324","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000008yOu5","001Oj00000YbgeH","39277213","TriveInvest-MT5-Live","Classic","real\IB\Classic-FixedB-SO100","Enabled","USD","1000","Tidak"
"a0AOj000008yjnI","001Oj00000Xh3uB","39275189","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000008zuYX","001Oj00000XmcPm","39275430","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj0000090Qwb","001Oj00000XnqVW","39275498","TriveInvest-MT5-Live","Premium","real\GKB\Premium-Zero-Variable-SwapFree","Enabled","USD","100","Ya"
"a0AOj0000091JUr","001Oj00000XqmvB","39275682","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj0000095a8v","001Oj00000Y6nNV","39276419","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj0000096XFR","001Oj00000YAtMH","39276500","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj0000097aXr","001Oj00000YK9l7","39276588","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj0000097yTh","001Oj00000YLDuk","39276621","TriveInvest-MT5-Live","Classic","real\GKB\Classic-FixedB","Enabled","USD","100","Tidak"
"a0AOj000009BLVN","001Oj00000YX1tN","39277020","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj000009CrBR","001Oj00000YaSAH","39277193","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000009IObN","001Oj00000YtoNI","39278005","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000009IpTV","001Oj00000YuOyY","39278032","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000009JyuX","001Oj00000YuCcT","39278028","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000009Kjbh","001Oj00000YvdQx","39278064","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj000009L349","001Oj00000Yzbge","39278196","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000009McKn","001Oj00000Z2qrC","39278301","TriveInvest-MT5-Live","Classic","real\IB\Classic-FixedB-SO40","Enabled","USD","400","Tidak"
"a0AOj000009QeCj","001Oj00000ZIRtm","39278762","TriveInvest-MT5-Live","Classic","real\GKB\Classic-FixedB","Enabled","USD","100","Tidak"
"a0AOj000009QfFF","001Oj00000ZKYr7","39278803","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000009Qsvd","001Oj00000ZJGwc","39278789","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000009Qt25","001Oj00000ZMd3n","39278850","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj000009SaY2","001Oj00000ZaVh5","39279418","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000009T1I5","001Oj00000ZRCCI","39278989","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000009T1OX","001Oj00000ZR0uU","39278986","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO20","Enabled","USD","200","Ya"
"a0AOj000009UMtx","001Oj00000ZW6hK","39279106","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000009VTYP","001Oj00000Zb2uj","39279454","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj000009YeVh","001Oj00000ZmFyN","39280733","TriveInvest-MT5-Live","Classic-Gold","real\GKB\Classic-Fixed-GoldPromo-SwapFree-JKT-SO40","Enabled","USD","400","Ya"
"a0AOj000009aRkU","001Oj00000ZtQKI","39281185","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO100","Enabled","USD","1000","Ya"
"a0AOj000009eRPJ","001Oj00000a9xsA","39282004","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN-SO40","Enabled","USD","400","Ya"
"a0AOj000009gvRJ","001Oj00000aHKs1","39282327","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40-NME","Enabled","USD","400","Ya"
"a0AOj000009i4if","001Oj00000aMnTc","39282524","TriveInvest-MT5-Live","Classic-Gold","real\IB\Classic-Fixed-GoldPromo-SwapFree-JKTSO40","Enabled","USD","400","Ya"
"a0AOj000009ipRR","001Oj00000arQfb","39283873","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000009iuuA","001Oj00000aeoUT","39283292","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN-SO40","Enabled","USD","400","Ya"
"a0AOj000009jH4L","001Oj00000aWgll","39283028","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN-SO40","Enabled","USD","400","Ya"
"a0AOj000009jKdJ","001Oj00000aT1H4","39282897","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000009jOPB","001Oj00000aWrqs","39283035","TriveInvest-MT5-Live","Classic","real\GKB\Classic-FixedB","Enabled","USD","100","Tidak"
"a0AOj000009nAdl","001Oj00000aj4HW","39283451","TriveInvest-MT5-Live","Classic","real\GKB\Classic-FixedB","Enabled","USD","100","Tidak"
"a0AOj000009nraf","001Oj00000bOCNh","39285003","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000009p7rt","001Oj00000arIN8","39283872","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO100","Enabled","USD","1000","Ya"
"a0AOj000009pF33","001Oj00000ar7LL","39283860","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000009qMfB","001Oj00000axibN","39284060","TriveInvest-MT5-Live","Classic Gold","real\GKB\Classic-Fixed-GoldPromo-SwapFree-JKT-SO40","Enabled","USD","400","Ya"
"a0AOj000009qMnF","001Oj00000aunCg","39283985","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000009wA3R","001Oj00000bH1bt","39284717","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN-SO40","Enabled","USD","400","Ya"
"a0AOj000009wEmz","001Oj00000bH4QL","39284725","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj000009x2DV","001Oj00000bKLas","39284895","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000009x2qD","001Oj00000bK3J6","39284883","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj000009yB8H","001Oj00000bOE9P","39285016","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj000009yWKo","001Oj00000bPn8P","39285065","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO20","Enabled","USD","200","Tidak"
"a0AOj00000A09f4","001Oj00000bYzex","39285435","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj00000A1Go9","001Oj00000baIxE","39285482","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj00000A3OJN","001Oj00000biNbY","39285775","TriveInvest-MT5-Live","Classic","real\IB\Classic-FixedB-SO100","Enabled","USD","1000","Tidak"
"a0AOj00000A5mcX","001Oj00000brZSG","39286094","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj00000A9xJn","001Oj00000c2eDD","39286565","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj00000AAH6f","001Oj00000c3Oo6","39286587","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0AOj00000AB5g9","001Oj00000c5wvM","39286734","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj00000ABfzl","001Oj00000cA5Ry","39286904","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj00000ABpmE","001Oj00000c9yok","39286901","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0AOj00000ACKA5","001Oj00000c9zph","39286911","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj00000AFCcc","001Oj00000cO81l","39287571","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj00000AFTWN","001Oj00000cLbAH","39287496","TriveInvest-MT5-Live","Classic-Gold","real\IB\Classic-Fixed-GoldPromo-JKTSO20","Enabled","USD","200","Tidak"
"a0AOj00000AG289","001Oj00000cNoxW","39287560","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO20","Enabled","USD","200","Ya"
"a0AOj00000AGDLJ","001Oj00000cNNm9","39287550","TriveInvest-MT5-Live","Classic Gold","real\GKB\Classic-Fixed-GoldPromo-JKT-SO40","Enabled","USD","400","Tidak"
"a0AOj00000AGz8D","001Oj00000cQWuQ","39287681","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0AOj00000AIMAo","001Oj00000cVCYV","39287823","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj00000AIdGj","001Oj00000cW4kD","39287861","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO100","Enabled","USD","1000","Ya"
"a0AOj00000AKHuz","001Oj00000cd4x7","39288136","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
"a0AOj00000ANATx","001Oj00000cpUhK","39288689","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0AOj00000AO3DW","001Oj00000csyz2","39288834","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0AOj00000ASF3B","001Oj00000dBEg8","39289800","TriveInvest-MT5-Live","Classic","real\GKB\Classic-Fixed-SO40-NME","Enabled","USD","400","Tidak"
"a0AOj00000ASHTB","001Oj00000dBQol","39289810","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN-SO40","Enabled","USD","400","Ya"
"a0AOj00000ATH7l","001Oj00000dEWrG","39289967","TriveInvest-MT5-Live","Premium","real\GKB\Premium-Zero-Variable-SO40","Enabled","USD","400","Tidak"
"a0AOj00000AVV3N","001Oj00000dYdYN","39290920","TriveInvest-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB-SO40","Enabled","USD","400","Ya"
